"c_digo","nombre_variable","unidad","fuente","descripci_n","a_o_fecha","a_o_texto","pa_s_nombre","pa_s_c_digo","valor"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2014-01-01T00:00:00.000","2014","Sudáfrica","ZAF","0.49"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2013-01-01T00:00:00.000","2013","Sudáfrica","ZAF","0.49"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2012-01-01T00:00:00.000","2012","Sudáfrica","ZAF","0.43"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2014-01-01T00:00:00.000","2014","Suecia","SWE","0.82"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2013-01-01T00:00:00.000","2013","Suecia","SWE","0.86"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2012-01-01T00:00:00.000","2012","Suecia","SWE","0.75"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2014-01-01T00:00:00.000","2014","Suiza","CHE","0.73"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2013-01-01T00:00:00.000","2013","Suiza","CHE","0.81"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2012-01-01T00:00:00.000","2012","Suiza","CHE","0.71"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Ecuador","ECU","4.0199999999999996"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2014-01-01T00:00:00.000","2014","Surinam","SUR","0.4"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Barbados","BRB","5.32"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2013-01-01T00:00:00.000","2013","Surinam","SUR","0.43"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2012-01-01T00:00:00.000","2012","Surinam","SUR","0.33"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2014-01-01T00:00:00.000","2014","Trinidad y Tobago","TTO","0.49"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2013-01-01T00:00:00.000","2013","Trinidad y Tobago","TTO","0.56999999999999995"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2012-01-01T00:00:00.000","2012","Trinidad y Tobago","TTO","0.48"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2014-01-01T00:00:00.000","2014","Turquía","TUR","0.54"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2013-01-01T00:00:00.000","2013","Bahamas","BHS","0"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2013-01-01T00:00:00.000","2013","Turquía","TUR","0.53"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2012-01-01T00:00:00.000","2012","Turquía","TUR","0.48"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2014-01-01T00:00:00.000","2014","Uruguay","URY","0.74"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2013-01-01T00:00:00.000","2013","Uruguay","URY","0.63"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2012-01-01T00:00:00.000","2012","Uruguay","URY","0.57999999999999996"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2014-01-01T00:00:00.000","2014","Brasil","BRA","4.7"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2014-01-01T00:00:00.000","2014","Venezuela","VEN","0.56000000000000005"
"IDBA","IDBA","Valor 1-8","BID","Valor Final del Índice IDBA","2014-01-01T00:00:00.000","2014","Brasil","BRA","5.22"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2013-01-01T00:00:00.000","2013","Venezuela","VEN","0.56000000000000005"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2012-01-01T00:00:00.000","2012","Venezuela","VEN","0.48"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2014-01-01T00:00:00.000","2014","Alemania","DEU","6.08"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2013-01-01T00:00:00.000","2013","Alemania","DEU","6.07"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2012-01-01T00:00:00.000","2012","Alemania","DEU","6.07"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2014-01-01T00:00:00.000","2014","Australia","AUS","6.1"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2013-01-01T00:00:00.000","2013","Australia","AUS","6.06"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Chile","CHL","4.7"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2012-01-01T00:00:00.000","2012","Bahamas","BHS","0"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2014-01-01T00:00:00.000","2014","Barbados","BRB","5.96"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2013-01-01T00:00:00.000","2013","Barbados","BRB","6.01"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2012-01-01T00:00:00.000","2012","Barbados","BRB","6.01"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2014-01-01T00:00:00.000","2014","Bélgica","BEL","6.01"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2013-01-01T00:00:00.000","2013","Bélgica","BEL","6.34"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2012-01-01T00:00:00.000","2012","Bélgica","BEL","6.34"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2014-01-01T00:00:00.000","2014","Belice","BLZ","4.03"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2013-01-01T00:00:00.000","2013","Belice","BLZ","4.03"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2012-01-01T00:00:00.000","2012","Belice","BLZ","4.03"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2013-01-01T00:00:00.000","2013","Brasil","BRA","4.93"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2012-01-01T00:00:00.000","2012","Brasil","BRA","4.93"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2014-01-01T00:00:00.000","2014","Canadá","CAN","6.11"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2013-01-01T00:00:00.000","2013","Canadá","CAN","6.25"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2012-01-01T00:00:00.000","2012","Canadá","CAN","6.25"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2014-01-01T00:00:00.000","2014","Chile","CHL","5.47"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2013-01-01T00:00:00.000","2013","Chile","CHL","5.33"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2012-01-01T00:00:00.000","2012","Chile","CHL","5.33"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2014-01-01T00:00:00.000","2014","China","CHN","5.17"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2013-01-01T00:00:00.000","2013","China","CHN","5.63"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2012-01-01T00:00:00.000","2012","China","CHN","5.63"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2014-01-01T00:00:00.000","2014","Colombia","COL","4.72"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2013-01-01T00:00:00.000","2013","Colombia","COL","4.66"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2012-01-01T00:00:00.000","2012","Colombia","COL","4.66"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2014-01-01T00:00:00.000","2014","Corea","KOR","6.24"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2013-01-01T00:00:00.000","2013","Corea","KOR","6.24"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2012-01-01T00:00:00.000","2012","Corea","KOR","6.24"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2014-01-01T00:00:00.000","2014","Costa Rica","CRI","5.46"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2013-01-01T00:00:00.000","2013","Costa Rica","CRI","4.84"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2012-01-01T00:00:00.000","2012","Costa Rica","CRI","4.84"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2014-01-01T00:00:00.000","2014","Dinamarca","DNK","5.95"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2013-01-01T00:00:00.000","2013","Dinamarca","DNK","6.37"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2012-01-01T00:00:00.000","2012","Dinamarca","DNK","6.37"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2014-01-01T00:00:00.000","2014","Ecuador","ECU","4.58"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2013-01-01T00:00:00.000","2013","Ecuador","ECU","4.12"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2012-01-01T00:00:00.000","2012","Ecuador","ECU","4.12"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2014-01-01T00:00:00.000","2014","El Salvador","SLV","4.82"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2013-01-01T00:00:00.000","2013","El Salvador","SLV","4.8899999999999997"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2012-01-01T00:00:00.000","2012","El Salvador","SLV","4.8899999999999997"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2014-01-01T00:00:00.000","2014","Eslovenia","SVN","5.91"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2013-01-01T00:00:00.000","2013","Eslovenia","SVN","5.77"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2012-01-01T00:00:00.000","2012","Eslovenia","SVN","5.77"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2014-01-01T00:00:00.000","2014","España","ESP","5.84"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2013-01-01T00:00:00.000","2013","España","ESP","5.62"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2012-01-01T00:00:00.000","2012","España","ESP","5.62"
